Заголовок,Страница,Район,Дата,Цена
Сдам 3-х комн квартиру,https://www.olx.ua/obyavlenie/sdam-3-h-komn-kvartiru-IDAUfGe.html#a790e517a0;promoted, Малиновский,Сегодня 00:28,13 171 грн.
Сдам длительно 2 к раздельную Люстдорфская дорога \ остановка школа,https://www.olx.ua/obyavlenie/sdam-dlitelno-2-k-razdelnuyu-lyustdorfskaya-doroga-ostanovka-shkola-IDASQ3v.html#a790e517a0;promoted, Киевский,4  июль,7 000 грн.
От хозяина Пентхаус Терраса Аркадия,https://www.olx.ua/obyavlenie/ot-hozyaina-penthaus-terrasa-arkadiya-IDANfGY.html#a790e517a0;promoted, Киевский,4  июль,31 682 грн.
Аренда квартиры на Французском бульваре,https://www.olx.ua/obyavlenie/arenda-kvartiry-na-frantsuzskom-bulvare-IDAKx1Y.html#a790e517a0;promoted, Приморский,3  июль,"26 402 грн.

Договорная"
комната центр на 6 человек,https://www.olx.ua/obyavlenie/komnata-tsentr-na-6-chelovek-IDAEtKk.html#a790e517a0;promoted, Киевский,21  июнь,2 400 грн.
1 ком кв в усадьбе Разумовского,https://www.olx.ua/obyavlenie/1-kom-kv-v-usadbe-razumovskogo-IDAKXqc.html#a790e517a0, Приморский,27  июнь,9 000 грн.
"Сдам 1комн. квартиру, 22 Жемчужина, новострой, длительно",https://www.olx.ua/obyavlenie/sdam-1komn-kvartiru-22-zhemchuzhina-novostroy-dlitelno-IDAKVEy.html#a790e517a0, Приморский,27  июнь,8 300 грн.
Сдам 2х комнатную квартиру,https://www.olx.ua/obyavlenie/sdam-2h-komnatnuyu-kvartiru-IDAKVnq.html#a790e517a0, Приморский,27  июнь,7 000 грн.
Сдам комнаты возле санатория Куяльник,https://www.olx.ua/obyavlenie/sdam-komnaty-vozle-sanatoriya-kuyalnik-IDAtPxv.html#a790e517a0, Суворовский,27  июнь,470 грн.
Новая квартира с видом на море,https://www.olx.ua/obyavlenie/novaya-kvartira-s-vidom-na-more-IDApgs2.html#a790e517a0, Суворовский,27  июнь,11 000 грн.
"Чайковского пер./Екатерининская, 3х ком квартира в самом центре города",https://www.olx.ua/obyavlenie/chaykovskogo-per-ekaterininskaya-3h-kom-kvartira-v-samom-tsentre-goroda-IDAKUgv.html#a790e517a0, Приморский,27  июнь,17 161 грн.
"уютная двуспальная квартира в районе 4 Фонтана, Кленовая",https://www.olx.ua/obyavlenie/uyutnaya-dvuspalnaya-kvartira-v-rayone-4-fontana-klenovaya-IDAKTxQ.html#a790e517a0, Приморский,27  июнь,21 036 грн.
аренда 1 кв. - Инглези - Королева новострой,https://www.olx.ua/obyavlenie/arenda-1-kv-inglezi-koroleva-novostroy-IDAKTra.html#a790e517a0, Киевский,27  июнь,7 500 грн.
"Сдам 2-х комн.кв.французский бульвар/довженко,раздельные,мебель,техни.",https://www.olx.ua/obyavlenie/sdam-2-h-komn-kv-frantsuzskiy-bulvar-dovzhenko-razdelnye-mebel-tehni-IDAKRKa.html#a790e517a0, Приморский,27  июнь,6 500 грн.
Сдам (длительно) СВОЮ 2х -комнатную квартиру на Успенской,https://www.olx.ua/obyavlenie/sdam-dlitelno-svoyu-2h-komnatnuyu-kvartiru-na-uspenskoy-IDAKxcS.html#a790e517a0, Приморский,27  июнь,9 500 грн.
Сдам под СУБАРЕНДУ 2 комнатную Гагарина/Сегедская,https://www.olx.ua/obyavlenie/sdam-pod-subarendu-2-komnatnuyu-gagarina-segedskaya-IDAKRw6.html#a790e517a0, Приморский,27  июнь,15 804 грн.
1к квартира Асташкина ЖК «Шестнадцатая Жемчужина»,https://www.olx.ua/obyavlenie/1k-kvartira-astashkina-zhk-shestnadtsataya-zhemchuzhina-IDAKR0C.html#a790e517a0, Приморский,27  июнь,13 117 грн.
Сдам Дом-Дачу на Море. Август-700 Остальные месяцы уже сданы!,https://www.olx.ua/obyavlenie/sdam-dom-dachu-na-more-avgust-700-ostalnye-mesyatsy-uzhe-sdany-IDs8XZY.html#a790e517a0, Киевский,27  июнь,18 406 грн.
"Хорошая 2к в новострое рядом с Центром! Дюковская,8, кирпичный дом!",https://www.olx.ua/obyavlenie/horoshaya-2k-v-novostroe-ryadom-s-tsentrom-dyukovskaya-8-kirpichnyy-dom-IDAKMja.html#a790e517a0, Приморский,27  июнь,10 518 грн.
Сдам СВОЮ 1-комн. квартиру в Аркадии!,https://www.olx.ua/obyavlenie/sdam-svoyu-1-komn-kvartiru-v-arkadii-IDAKMav.html#a790e517a0, Приморский,27  июнь,10 000 грн.
5ст Б. ФОНТАНА / раздельные,https://www.olx.ua/obyavlenie/5st-b-fontana-razdelnye-IDAKKHo.html#a790e517a0, Приморский,27  июнь,7 000 грн.
Сдам квартиру в элитном районе,https://www.olx.ua/obyavlenie/sdam-kvartiru-v-elitnom-rayone-IDAKJBo.html#a790e517a0, Приморский,27  июнь,"20 989 грн.

Договорная"
Сдам 3 к. кв. в самом центре Одессы,https://www.olx.ua/obyavlenie/sdam-3-k-kv-v-samom-tsentre-odessy-IDAKJvC.html#a790e517a0, Приморский,27  июнь,17 092 грн.
Сдам квартиру,https://www.olx.ua/obyavlenie/sdam-kvartiru-IDAD588.html#a790e517a0, Приморский,27  июнь,5 000 грн.
Сдам 1-ую в ЖМ Радужный. Вся техника!,https://www.olx.ua/obyavlenie/sdam-1-uyu-v-zhm-raduzhnyy-vsya-tehnika-IDAtIO6.html#a790e517a0, Киевский,27  июнь,7 000 грн.
"Сдам 1комнатную квартиру 6,5 ст. Большого Фонтана",https://www.olx.ua/obyavlenie/sdam-1komnatnuyu-kvartiru-6-5-st-bolshogo-fontana-IDzx9Ke.html#a790e517a0, Киевский,27  июнь,5 500 грн.
"Ул. Асташкина , пл. Льва Толстого. 16 жемчужина",https://www.olx.ua/obyavlenie/ul-astashkina-pl-lva-tolstogo-16-zhemchuzhina-IDAKI6u.html#a790e517a0, Приморский,27  июнь,13 148 грн.
Сдается шикарная 2к квартира на Котовского,https://www.olx.ua/obyavlenie/sdaetsya-shikarnaya-2k-kvartira-na-kotovskogo-IDy1giV.html#a790e517a0, Суворовский,27  июнь,7 000 грн.
Аркадия.Cдам 2к. разд. 6 фонтана.,https://www.olx.ua/obyavlenie/arkadiya-cdam-2k-razd-6-fontana-IDmJUWv.html#a790e517a0, Приморский,27  июнь,8 000 грн.
Сдам 1 км.квартиру ЖК Альтаир,https://www.olx.ua/obyavlenie/sdam-1-km-kvartiru-zhk-altair-IDAmvlV.html#a790e517a0, Приморский,27  июнь,9 000 грн.
Комната на Бреуса,https://www.olx.ua/obyavlenie/komnata-na-breusa-IDAKE06.html#a790e517a0, Малиновский,27  июнь,"2 400 грн.

Договорная"
сдам однокомнатную квартиру,https://www.olx.ua/obyavlenie/sdam-odnokomnatnuyu-kvartiru-IDAKDVm.html#a790e517a0, Киевский,27  июнь,7 700 грн.
Адмиральский п-т/Судостроительная 7500грн,https://www.olx.ua/obyavlenie/admiralskiy-p-t-sudostroitelnaya-7500grn-IDAKCLq.html#a790e517a0, Приморский,27  июнь,7 500 грн.
Аренда 1ком кв Своя.,https://www.olx.ua/obyavlenie/arenda-1kom-kv-svoya-IDvPRQA.html#a790e517a0, Малиновский,27  июнь,3 000 грн.
"новая 2х ком квартира в жк Двадцать Третья Жемчужина, первая аренда.",https://www.olx.ua/obyavlenie/novaya-2h-kom-kvartira-v-zhk-dvadtsat-tretya-zhemchuzhina-pervaya-arenda-IDAKC0c.html#a790e517a0, Приморский,27  июнь,18 481 грн.
Сдам 3х комнатную кв-ру Пионерская(Академическая)/Юр.академия,https://www.olx.ua/obyavlenie/sdam-3h-komnatnuyu-kv-ru-pionerskayaakademicheskaya-yur-akademiya-IDAKAky.html#a790e517a0, Приморский,27  июнь,12 000 грн.
Сдаётся 1 комнатная на ул Колонтаевская долгосрочно,https://www.olx.ua/obyavlenie/sdaetsya-1-komnatnaya-na-ul-kolontaevskaya-dolgosrochno-IDAKz5c.html#a790e517a0, Приморский,27  июнь,5 254 грн.
"Сдам комнату в 2-комнатной квартире с хозяйкой, ул. Балковская",https://www.olx.ua/obyavlenie/sdam-komnatu-v-2-komnatnoy-kvartire-s-hozyaykoy-ul-balkovskaya-IDAKz0S.html#a790e517a0, Суворовский,27  июнь,2 700 грн.
Сдается 1- ком. квартира - ул. С. Щедрина / Слободка,https://www.olx.ua/obyavlenie/sdaetsya-1-kom-kvartira-ul-s-schedrina-slobodka-IDAKyTQ.html#a790e517a0, Суворовский,27  июнь,4 800 грн.
"6 ст. Фонтана. ЖК ""Подкова""",https://www.olx.ua/obyavlenie/6-st-fontana-zhk-podkova-IDAKyKu.html#a790e517a0, Приморский,27  июнь,"12 000 грн.

Договорная"
Сдаю 3х комн квартиру возле моря,https://www.olx.ua/obyavlenie/sdayu-3h-komn-kvartiru-vozle-morya-IDAKve8.html#a790e517a0, Приморский,27  июнь,17 122 грн.
Сдам 1-комнатную в Каркашадзе на Французском,https://www.olx.ua/obyavlenie/sdam-1-komnatnuyu-v-karkashadze-na-frantsuzskom-IDADTQK.html#a790e517a0, Приморский,27  июнь,26 269 грн.
2-х комнатная квартира возле моря. Восьмая жемчужина. Аркадия.,https://www.olx.ua/obyavlenie/2-h-komnatnaya-kvartira-vozle-morya-vosmaya-zhemchuzhina-arkadiya-IDzYdpC.html#a790e517a0, Приморский,27  июнь,24 981 грн.
Сдам двушку Центр Длительно,https://www.olx.ua/obyavlenie/sdam-dvushku-tsentr-dlitelno-IDAKtv6.html#a790e517a0, Приморский,27  июнь,8 500 грн.
Сдам койка-место в 3-х местной комнате| Долгосрочно | Оплата частями,https://www.olx.ua/obyavlenie/sdam-koyka-mesto-v-3-h-mestnoy-komnate-dolgosrochno-oplata-chastyami-IDywg66.html#4618b8f615;promoted, Киевский,Вчера 10:53,2 500 грн.
Сдам прекрасную квартиру в Одессе просп.Шевченко/ул. Семинарская,https://www.olx.ua/obyavlenie/sdam-prekrasnuyu-kvartiru-v-odesse-prosp-shevchenko-ul-seminarskaya-IDASgii.html#4618b8f615;promoted, Приморский,4  июль,9 000 грн.
"Комната в Коммунальной кв-ре Бунина, 1 (Без Маклера)",https://www.olx.ua/obyavlenie/komnata-v-kommunalnoy-kv-re-bunina-1-bez-maklera-IDhn4qa.html#4618b8f615;promoted, Приморский,3  июль,"3 450 грн.

Договорная"
Сдам 1-комнатную квартиру Бочарова/Днепродорога!,https://www.olx.ua/obyavlenie/sdam-1-komnatnuyu-kvartiru-bocharova-dneprodoroga-IDAOWXA.html#4618b8f615;promoted, Суворовский,1  июль,6 500 грн.
"Сдам свою 2-х комн.кв.+кухня студия в Аркадии, на Французском бульваре",https://www.olx.ua/obyavlenie/sdam-svoyu-2-h-komn-kv-kuhnya-studiya-v-arkadii-na-frantsuzskom-bulvare-IDA39bY.html#4618b8f615;promoted, Киевский,3  июль,21 016 грн.
2-х комнатная квартира возле моря. Терраса с видом на море.,https://www.olx.ua/obyavlenie/2-h-komnatnaya-kvartira-vozle-morya-terrasa-s-vidom-na-more-IDzYdZ4.html#4618b8f615, Приморский,27  июнь,34 184 грн.
2 комнаты + кухня студия. Южная Пальмира. Аркадия,https://www.olx.ua/obyavlenie/2-komnaty-kuhnya-studiya-yuzhnaya-palmira-arkadiya-IDA8vm0.html#4618b8f615, Приморский,27  июнь,26 235 грн.
Сдаю 1комн квартиру на ул Черняховского,https://www.olx.ua/obyavlenie/sdayu-1komn-kvartiru-na-ul-chernyahovskogo-IDAKtpQ.html#4618b8f615, Приморский,27  июнь,4 200 грн.
Комуна Гоголя 3500,https://www.olx.ua/obyavlenie/komuna-gogolya-3500-IDAKtkY.html#4618b8f615, Приморский,27  июнь,3 500 грн.
Первая сдача 1комн квартиру ул гагаринское плато 5/2,https://www.olx.ua/obyavlenie/pervaya-sdacha-1komn-kvartiru-ul-gagarinskoe-plato-5-2-IDAKsXc.html#4618b8f615, Приморский,27  июнь,13 148 грн.
Тихая квартира на Пироговской,https://www.olx.ua/obyavlenie/tihaya-kvartira-na-pirogovskoy-IDAKsms.html#4618b8f615, Приморский,27  июнь,18 407 грн.
Сдам2к Фонтанская дор .16.Новострой.,https://www.olx.ua/obyavlenie/sdam2k-fontanskaya-dor-16-novostroy-IDAKrHO.html#4618b8f615, Приморский,27  июнь,10 000 грн.
Сдаю квартиру новый дом улица Маршала Говорова Приморский район,https://www.olx.ua/obyavlenie/sdayu-kvartiru-novyy-dom-ulitsa-marshala-govorova-primorskiy-rayon-IDAKqIM.html#4618b8f615, Приморский,27  июнь,15 800 грн.
сдам долгосрочно свою 1 комнатную квартиру в Аркадии жк Гольфстрим,https://www.olx.ua/obyavlenie/sdam-dolgosrochno-svoyu-1-komnatnuyu-kvartiru-v-arkadii-zhk-golfstrim-IDAKqQS.html#4618b8f615, Приморский,27  июнь,15 000 грн.
"Сдам 3-х комн.квартиру в центре,ул.Преображенская",https://www.olx.ua/obyavlenie/sdam-3-h-komn-kvartiru-v-tsentre-ul-preobrazhenskaya-IDAKgiQ.html#4618b8f615, Приморский,27  июнь,11 000 грн.
Сдам квартиру на Хуторской - Слободка,https://www.olx.ua/obyavlenie/sdam-kvartiru-na-hutorskoy-slobodka-IDAKqrK.html#4618b8f615, Суворовский,27  июнь,4 500 грн.
"Сдам кухню-студию и спальню в ""Цветке"". Таирово.",https://www.olx.ua/obyavlenie/sdam-kuhnyu-studiyu-i-spalnyu-v-tsvetke-tairovo-IDAKqlY.html#4618b8f615, Киевский,27  июнь,"9 000 грн.

Договорная"
Сдам комнату в 3 комн. квартире без хозяйки ул.Ген.Петрова (Копейка),https://www.olx.ua/obyavlenie/sdam-komnatu-v-3-komn-kvartire-bez-hozyayki-ul-gen-petrova-kopeyka-IDAKpc0.html#4618b8f615, Малиновский,27  июнь,3 500 грн.
Сдам 1 ком Тополева. Можно на лето.,https://www.olx.ua/obyavlenie/sdam-1-kom-topoleva-mozhno-na-leto-IDAKpOo.html#4618b8f615, Киевский,27  июнь,7 500 грн.
1 ком квартира с евро ремонтом в Островах,https://www.olx.ua/obyavlenie/1-kom-kvartira-s-evro-remontom-v-ostrovah-IDAKpbV.html#4618b8f615, Суворовский,27  июнь,8 000 грн.
Сдам место в комнате долгосрочно | Возможна оплата частями,https://www.olx.ua/obyavlenie/sdam-mesto-v-komnate-dolgosrochno-vozmozhna-oplata-chastyami-IDywfX4.html#4618b8f615, Киевский,27  июнь,2 500 грн.
сдам 3-х комнатную Таирова,https://www.olx.ua/obyavlenie/sdam-3-h-komnatnuyu-tairova-IDAKoKU.html#4618b8f615, Киевский,27  июнь,8 000 грн.
Успенская / Пушкинская комната для парня,https://www.olx.ua/obyavlenie/uspenskaya-pushkinskaya-komnata-dlya-parnya-IDAKo8M.html#4618b8f615, Приморский,27  июнь,3 000 грн.
"сдам в аренду комнату в малой коммуне, в центре",https://www.olx.ua/obyavlenie/sdam-v-arendu-komnatu-v-maloy-kommune-v-tsentre-IDAKo9q.html#4618b8f615, Приморский,27  июнь,3 500 грн.
3к квартира Жуковского угол Александровский проспект,https://www.olx.ua/obyavlenie/3k-kvartira-zhukovskogo-ugol-aleksandrovskiy-prospekt-IDAKnCo.html#4618b8f615, Приморский,27  июнь,26 296 грн.
